case_id,prefix,second_byte,instruction_bytes,manual_mnemonic,modrm_constraints,initial_registers,initial_flags,initial_memory,current_dispatch_path,current_handler_or_result,expected_ip_advance,expected_registers,expected_flags,memory_and_io_effects,interrupt_or_exception,architectural_prefix_status,evidence_source,confidence,ssts_metadata_form,ssts_empty_prefetch_records,ssts_populated_prefetch_records,hardware_probe_cases
f3-0f-a0,f3,0xa0,f30fa0,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-a1,f3,0xa1,f30fa1,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-a2,f3,0xa2,f30fa2,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-a3,f3,0xa3,f30fa3,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-a4,f3,0xa4,f30fa4,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-a5,f3,0xa5,f30fa5,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-a6,f3,0xa6,f30fa6,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-a7,f3,0xa7,f30fa7,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-a8,f3,0xa8,f30fa8,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-a9,f3,0xa9,f30fa9,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-aa,f3,0xaa,f30faa,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-ab,f3,0xab,f30fab,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-ac,f3,0xac,f30fac,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-ad,f3,0xad,f30fad,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-ae,f3,0xae,f30fae,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-af,f3,0xaf,f30faf,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-b0,f3,0xb0,f30fb0,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-b1,f3,0xb1,f30fb1,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-b2,f3,0xb2,f30fb2,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-b3,f3,0xb3,f30fb3,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-b4,f3,0xb4,f30fb4,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-b5,f3,0xb5,f30fb5,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-b6,f3,0xb6,f30fb6,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-b7,f3,0xb7,f30fb7,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-b8,f3,0xb8,f30fb8,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
